ID,LATITUDE,LONGITUDE,NAME,CITY,STATE,COUNTY,COUNTRY,STATUS
36691356,34.170393216,-118.531904059,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,LOS ANGELES,USA,OPEN
42990020,34.067204777,-118.286392079,SHRINERS HOSPITAL FOR CHILDREN - L.A.,LOS ANGELES,CA,LOS ANGELES,USA,OPEN
50190716,33.833640007,-118.079677951,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,HAWAIIAN GARDENS,CA,LOS ANGELES,USA,OPEN
45295422,38.935618855,-122.620144532,ADVENTIST HEALTH CLEARLAKE,CLEARLAKE,CA,LAKE,USA,OPEN
6193638,36.8840478340001,-119.800242412,VALLEY CHILDREN'S HOSPITAL,MADERA,CA,MADERA,USA,OPEN
11792270,33.7633520680001,-116.406241091,EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,CA,RIVERSIDE,USA,OPEN
15295124,37.252078736,-121.946576875,GOOD SAMARITAN HOSPITAL-SAN JOSE,SAN JOSE,CA,SANTA CLARA,USA,OPEN
20495051,37.3354013750001,-121.998873047,KAISER FND HOSP - SANTA CLARA,SANTA CLARA,CA,SANTA CLARA,USA,OPEN
27094304,37.436004575,-122.175390036,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,PALO ALTO,CA,SANTA CLARA,USA,OPEN
19494063,37.488847836,-122.223390131,KAISER FND HOSP - REDWOOD CITY,REDWOOD CITY,CA,SAN MATEO,USA,OPEN
18094520,37.9830895790001,-122.033496796,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONCORD,CA,CONTRA COSTA,USA,OPEN
47794509,37.9822344500001,-121.802978505,SUTTER DELTA MEDICAL CENTER,ANTIOCH,CA,CONTRA COSTA,USA,OPEN
19995825,38.601797751,-121.393144026,KAISER FND HOSP - SACRAMENTO,SACRAMENTO,CA,SACRAMENTO,USA,OPEN
43195945,39.228016294,-121.047499779,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,CA,NEVADA,USA,OPEN
24690623,33.8475141810001,-118.038302332,LA PALMA INTERCOMMUNITY HOSPITAL,LA PALMA,CA,ORANGE,USA,OPEN
13795991,39.143106319,-121.618012022,FREMONT MEDICAL CENTER,YUBA CITY,CA,SUTTER,USA,OPEN
10230143,34.4582486800001,-84.412912891,PIEDMONT MOUNTAINSIDE HOSPITAL,JASPER,GA,PICKENS,USA,OPEN
15530606,33.9472213170001,-83.4052524589999,ST MARYS HEALTH CARE SYSTEM,ATHENS,GA,CLARKE,USA,OPEN
14130080,33.8564432910001,-84.51105483,RIDGEVIEW INSTITUTE,SMYRNA,GA,COBB,USA,OPEN
502891,41.3621890750001,-71.825303241,WESTERLY HOSPITAL,WESTERLY,RI,WASHINGTON,USA,OPEN
1553715,43.0593384640001,-89.401429215,ST MARYS HOSPITAL MADISON,MADISON,WI,DANE,USA,OPEN
8253213,43.046765098,-88.007716433,AURORA PSYCHIATRIC HSPTL,WAUWATOSA,WI,MILWAUKEE,USA,OPEN
9753097,43.256677929,-87.926157962,COLUMBIA CENTER,MEQUON,WI,OZAUKEE,USA,OPEN
4354923,43.9784771540001,-88.94122636,THEDACARE MEDICAL CENTER BERLIN,BERLIN,WI,GREEN LAKE,USA,OPEN
63072758,36.3089928530001,-94.18297802,MERCY HOSPITAL ROGERS,ROGERS,AR,BENTON,USA,OPEN
10454024,45.4090324310001,-92.642578117,ST CROIX REG MED CTR,SAINT CROIX FALLS,WI,POLK,USA,OPEN
11854017,45.1177607480001,-92.555500378,WESTFIELDS HOSPITAL,NEW RICHMOND,WI,ST. CROIX,USA,OPEN
12453081,43.7623479010001,-87.747537955,ST NICHOLAS HOSPITAL,SHEBOYGAN,WI,SHEBOYGAN,USA,OPEN
13154665,43.551673973,-90.888391278,VERNON MEM HSPTL,VIROQUA,WI,VERNON,USA,OPEN
72390241,33.9343517980001,-118.13090396,PIH HOSPITAL - DOWNEY,DOWNEY,CA,LOS ANGELES,USA,OPEN
72790503,33.8393481160001,-118.359721519,PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,TORRANCE,CA,LOS ANGELES,USA,OPEN
58592354,34.050130832,-117.264094455,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,LOMA LINDA,CA,SAN BERNARDINO,USA,OPEN
15254904,44.0124207170001,-88.601045493,ASCENSION NE WISCONSIN MERCY CAMPUS,OSHKOSH,WI,WINNEBAGO,USA,OPEN
75420007,38.9119585080001,-77.0752545729999,MEDSTAR-GEORGETOWN UNIVERSITY MEDICAL CENTER,WASHINGTON,DC,DISTRICT OF COLUMBIA,USA,OPEN
31233525,28.3479628600001,-82.2007200799999,ADVENT HEALTH DADE CITY,DADE CITY,FL,PASCO,USA,OPEN
7233484,26.4371928410001,-80.127787747,DELRAY MEDICAL CENTER,DELRAY BEACH,FL,PALM BEACH,USA,OPEN
36034758,28.144780763,-81.476687855,POINCIANA MEDICAL CENTER,KISSIMMEE,FL,OSCEOLA,USA,OPEN
9802703,41.9240838480001,-71.3611225619999,ARBOUR FULLER HOSPITAL,ATTLEBORO,MA,BRISTOL,USA,OPEN
9702146,42.3507795100001,-71.121242281,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,NORFOLK,USA,OPEN
36232068,30.108762428,-81.832688692,ASSENCION ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,MIDDLEBURG,FL,CLAY,USA,OPEN
36334471,29.165875541,-82.1623349449999,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,OCALA,FL,MARION,USA,OPEN
3906250,41.7411039190001,-72.198011482,"NATCHAUG HOSPITAL, INC.",MANSFIELD CENTER,CT,TOLLAND,USA,OPEN
36634997,27.133437293,-80.222455815,ENCOMPASS HEALTH REHABILITATION HOSPITAL AT MARTIN HEALTH,STUART,FL,MARTIN,USA,OPEN
10502114,42.3630925480001,-71.066301879,SHRINERS' HOSPITAL FOR CHILDREN,BOSTON,MA,SUFFOLK,USA,OPEN
10602129,42.3785090760001,-71.049055546,SPAULDING REHABILITATION HOSPITAL,BOSTON,MA,SUFFOLK,USA,OPEN
11402720,41.707486913,-71.145714465,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,BRISTOL,USA,OPEN
12101904,42.471620106,-70.956760931,BAY RIDGE HOSPITAL BEVERLY,LYNN,MA,ESSEX,USA,OPEN
12001056,42.155775937,-72.472077338,ENCOMPASS HEALTH HOSPITAL OF WESTERN MASS,LUDLOW,MA,HAMPDEN,USA,OPEN
12142728,37.0966415730001,-85.29454565,T J HEALTH COLUMBIA,COLUMBIA,KY,ADAIR,USA,OPEN
13050144,40.750934665,-93.746940772,DECATUR COUNTY HOSPITAL,LEON,IA,DECATUR,USA,OPEN
4466032,38.2798769950001,-95.250338654,ANDERSON COUNTY HOSPITAL,GARNETT,KS,ANDERSON,USA,OPEN
7567860,37.9465932690001,-101.251929912,KEARNY COUNTY HOSPITAL,LAKIN,KS,KEARNY,USA,OPEN
7767467,39.1293319640001,-97.7039442509999,OTTAWA COUNTY HEALTH CENTER,MINNEAPOLIS,KS,OTTAWA,USA,OPEN
3502492,42.2771000000001,-71.2368999999999,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,NORFOLK,USA,OPEN
12402745,41.740725232,-70.945753607,VIBRA HOSPITAL OF SOUTHWESTERN MASSACHUSETTS,NEW BEDFORD,MA,BRISTOL,USA,OPEN
4002062,42.1890000000001,-71.2021,NORWOOD HOSPITAL,NORWOOD,MA,NORFOLK,USA,OPEN
12602537,41.7329844970001,-70.4681028369999,SPAULDING REHABILITATION HOSPITAL CAPE COD,SANDWICH,MA,BARNSTABLE,USA,OPEN
6702143,42.39,-71.1093999999999,CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,SOMERVILLE,MA,MIDDLESEX,USA,OPEN
12701104,42.121315027,-72.59237295,SHRINERS' HOSPITAL FOR CHILDREN,SPRINGFIELD,MA,HAMPDEN,USA,OPEN
372903,35.355865991,-94.352054967,MERCY HOSPITAL FORT SMITH,FORT SMITH,AR,SEBASTIAN,USA,OPEN
7472901,35.3739403050001,-94.4187544819999,HEALTHSOUTH REHABILITATION HOSPITAL OF FORT SMITH,FORT SMITH,AR,SEBASTIAN,USA,OPEN
9700000,35.2340944110001,-91.731074311,WHITE COUNTY MEDICAL CENTER - SOUTH CAMPUS,SEARCY,AR,WHITE,USA,OPEN
10172143,35.2518860440001,-91.697001131,WHITE COUNTY MEDICAL CENTER - NORTH CAMPUS,SEARCY,AR,WHITE,USA,OPEN
10272834,35.220476139,-93.157298166,RIVER VALLEY MEDICAL CENTER,DARDANELLE,AR,YELL,USA,OPEN
2271923,34.1229135660001,-93.088824163,BAPTIST HEALTH MEDICAL CENTER - ARKADELPHIA,ARKADELPHIA,AR,CLARK,USA,OPEN
872616,36.359062103,-93.551825772,MERCY HOSPITAL BERRYVILLE,BERRYVILLE,AR,CARROLL,USA,OPEN
1072632,36.400163789,-93.744235921,EUREKA SPRINGS HOSPITAL,EUREKA SPRINGS,AR,CARROLL,USA,OPEN
2871653,33.306293968,-91.289589924,SOUTHEAST REHABILITATION HOSPITAL,LAKE VILLAGE,AR,CHICOT,USA,OPEN
671671,33.6103641340001,-92.059254885,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,BRADLEY,USA,OPEN
8872455,36.2897602730001,-90.99738763,FIVE RIVER MEDICAL CENTER,POCAHONTAS,AR,RANDOLPH,USA,OPEN
2571742,33.81085539,-92.425587644,DALLAS COUNTY MEDICAL CENTER,FORDYCE,AR,DALLAS,USA,OPEN
6171701,33.5758211300001,-92.8367393299999,OUACHITA CO. MEDICAL CENTER,CAMDEN,AR,OUACHITA,USA,OPEN
572601,36.2365313550001,-93.1091393739999,NORTH ARKANSAS REGIONAL MEDICAL CENTER,HARRISON,AR,BOONE,USA,OPEN
1672560,35.856583126,-92.0828645349999,STONE COUNTY MEDICAL CENTER,MOUNTAIN VIEW,AR,STONE,USA,OPEN
2372454,36.390119473,-90.20483796,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,CLAY,USA,OPEN
1372543,35.488569576,-92.057981141,BAPTIST HEALTH - HEBER SPRINGS,HEBER SPRINGS,AR,CLEBURNE,USA,OPEN
2472110,35.168014912,-92.721351317,ST. VINCENT MORRILTON,MORRILTON,AR,CONWAY,USA,OPEN
3072205,34.7490251460001,-92.320137314,UAMS MEDICAL CENTER,LITTLE ROCK,AR,PULASKI,USA,OPEN
5000000,34.7836548870001,-92.223409163,BAPTIST HEALTH MEDICAL CENTER - NORTH LITTLE ROCK,LITTLE ROCK,AR,PULASKI,USA,OPEN
6972113,34.8764356660001,-92.394413249,UNITED METHODIST BEHAVIORAL HEALTH SYSTEMS,MAUMELLE,AR,PULASKI,USA,OPEN
1971901,34.5098970650001,-93.057577489,LEO N. LEVI NATIONAL ARTHRITIS HOSPITAL,HOT SPRINGS,AR,GARLAND,USA,OPEN
5971913,34.46802567,-93.066270414,CHI ST VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,GARLAND,USA,OPEN
6600000,34.358774038,-92.785888401,BAPTIST HEALTH MEDICAL CENTER - HOT SPRING COUNTY,MALVERN,AR,HOT SPRING,USA,OPEN
3971603,34.2221914250001,-92.082686048,ARKANSAS DEPT. OF CORRECTION-DIAGNOSTIC UNIT,PINE BLUFF,AR,JEFFERSON,USA,OPEN
6871603,34.1877346910001,-92.017680195,JEFFERSON REGIONAL MEDICAL CENTER,PINE BLUFF,AR,JEFFERSON,USA,OPEN
2772703,36.109099384,-94.154845038,HEALTHSOUTH REHABILITATION HOSPITAL,FAYETTEVILLE,AR,WASHINGTON,USA,OPEN
331404,32.030530877,-81.088862423,"MEMORIAL HEALTH UNIV MED CEN, INC",SAVANNAH,GA,CHATHAM,USA,OPEN
9372703,36.1278907560001,-94.119851426,VANTAGE POINT OF NORTHWEST ARKANSAS,FAYETTEVILLE,AR,WASHINGTON,USA,OPEN
9672762,36.1355102700001,-94.1862192249999,NORTHWEST MEDICAL CENTER - WILLOW CREEK WOMEN'S HOSPITAL,SPRINGDALE,AR,WASHINGTON,USA,OPEN
9454915,44.2482512390001,-88.402509675,ASCENSION NE WISCONSIN ST. ELIZABETH HOSPITAL,APPLETON,WI,OUTAGAMIE,USA,OPEN
3271953,34.589053601,-94.221631243,MENA REGIONAL HEALTH SYSTEM,MENA,AR,POLK,USA,OPEN
4972927,35.1403219220001,-93.9351706319999,MERCY HOSPITAL BOONEVILLE,BOONEVILLE,AR,LOGAN,USA,OPEN
5172855,35.289293339,-93.724878549,MERCY HOSPITAL PARIS,PARIS,AR,LOGAN,USA,OPEN
62572396,35.219557917,-90.7866405359999,CROSSRIDGE COMMUNITY HOSPITAL,WYNNE,AR,CROSS,USA,OPEN
64072205,34.74429608,-92.381816086,BAPTIST HEALTH REHABILITATION INSTITUTE,LITTLE ROCK,AR,PULASKI,USA,OPEN
8053211,43.0614554430001,-87.880384379,ASCENSION SACRED HEART REHAB INST,MILWAUKEE,WI,MILWAUKEE,USA,OPEN
14385622,31.8065711130001,-111.010018508,SANTA CRUZ VALLEY HOSPITAL,GREEN VALLEY,AZ,PIMA,USA,OPEN
62472160,34.5175108030001,-91.558299542,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,ARKANSAS,USA,OPEN
1042539,37.3177168120001,-84.933171913,CASEY COUNTY HOSPITAL,LIBERTY,KY,CASEY,USA,OPEN
5240336,37.7061970980001,-83.977277144,MARCUM AND WALLACE MEMORIAL HOSPITAL,IRVINE,KY,ESTILL,USA,OPEN
3641653,37.729010056,-82.767320076,HIGHLANDS REGIONAL MEDICAL CENTER,PRESTONSBURG,KY,FLOYD,USA,OPEN
7140207,38.235330086,-85.6329369279999,NORTON WOMEN'S AND KOSAIR CHILDREN'S HOSPITAL,LOUISVILLE,KY,JEFFERSON,USA,OPEN
9440215,38.178264384,-85.793916414,SAINTS MARY & ELIZABETH HOSPITAL,LOUISVILLE,KY,JEFFERSON,USA,OPEN
10640207,38.235696632,-85.6273409469999,THE BROOK - DUPONT,LOUISVILLE,KY,JEFFERSON,USA,OPEN
240031,38.394890194,-85.3760651539999,BAPTIST HEALTH LA GRANGE,LAGRANGE,KY,OLDHAM,USA,OPEN
9401605,42.2764120840001,-71.794919787,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,WORCESTER,USA,OPEN
8401730,42.5047000000001,-71.2744,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,BEDFORD,MA,MIDDLESEX,USA,OPEN
9501913,42.8484143950001,-70.933380246,AMESBURY HEALTH CENTER,AMESBURY,MA,ESSEX,USA,OPEN
1202215,42.3379,-71.1092,BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,BOSTON,MA,SUFFOLK,USA,OPEN
9602130,42.3158184070001,-71.11227314,"ARBOUR HOSPITAL, THE",BOSTON,MA,SUFFOLK,USA,OPEN
8201930,42.6255,-70.6806,BEVERLY HOSPITAL ADDISON GILBERT CAMPUS,GLOUCESTER,MA,ESSEX,USA,OPEN
11801542,42.201899283,-71.8988273429999,VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,LEICESTER,MA,WORCESTER,USA,OPEN
13925027,42.279667187,-71.769066943,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,WORCESTER,USA,OPEN
4204730,46.1338462430001,-67.843623468,HOULTON REGIONAL HOSPITAL,HOULTON,ME,AROOSTOOK,USA,OPEN
2804901,44.541826482,-69.661491065,NORTHERN LIGHT INLAND HOSPITAL,WATERVILLE,ME,KENNEBEC,USA,OPEN
4648624,43.975943671,-84.493887563,MIDMICHIGAN MEDICAL CENTER-GLADWIN,GLADWIN,MI,GLADWIN,USA,OPEN
7349868,46.3531800920001,-85.515653738,HELEN NEWBERRY JOY HOSPITAL,NEWBERRY,MI,LUCE,USA,OPEN
1549862,46.4252710700001,-86.625185297,MUNISING MEMORIAL HOSPITAL,MUNISING,MI,ALGER,USA,OPEN
10902167,42.298318572,-71.1492856839999,BOURNEWOOD HOSPITAL,BROOKLINE,MA,NORFOLK,USA,OPEN
5848843,42.6155875640001,-83.940990396,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,HOWELL,MI,LIVINGSTON,USA,OPEN
1649242,41.9117386880001,-84.633003534,HILLSDALE COMMUNITY HEALTH CENTER,HILLSDALE,MI,HILLSDALE,USA,OPEN
10048071,42.517887537,-83.120107267,DMC SURGERY HOSPITAL,MADISON HEIGHTS,MI,OAKLAND,USA,OPEN
3049098,42.1848804640001,-86.249925827,"LAKELAND COMMUNITY HOSPITAL, WATERVLIET",WATERVLIET,MI,BERRIEN,USA,OPEN
5648858,43.5991224840001,-84.7614128609999,MCLAREN CENTRAL MICHIGAN,MOUNT PLEASANT,MI,ISABELLA,USA,OPEN
7949431,43.958147941,-86.430409384,SPECTRUM HEALTH LUDINGTON HOSPITAL,LUDINGTON,MI,MASON,USA,OPEN
14049079,42.221294361,-85.897070061,BRONSON LAKEVIEW HOSPITAL,PAW PAW,MI,VAN BUREN,USA,OPEN
13248427,43.5281192100001,-82.734249152,DECKERVILLE COMMUNITY HOSPITAL,DECKERVILLE,MI,SANILAC,USA,OPEN
14948202,42.3676867830001,-83.08472312,HENRY FORD HOSPITAL,DETROIT,MI,WAYNE,USA,OPEN
4256007,43.6523606970001,-93.372752304,MAYO CLINIC HEALTH SYS ALBT LE,ALBERT LEA,MN,FREEBORN,USA,OPEN
14155009,44.486164639,-92.903202301,MAYO CLINIC HEALTH SYS CF,CANNON FALLS,MN,GOODHUE,USA,OPEN
